job_title,salary_usd,experience_level,employment_type,company_size,remote_ratio,education_required,years_experience,industry,posting_date,benefits_score,country,exp_label,exp_order,size_label,size_order,post_year,post_month,post_ym
Data Engineer,74225.0,MI,PT,M,0,Associate,2,Education,2024-08-21,8.7,IRELAND,Mid (MI),2,Medium (M),2,2024,8,2024-08
AI Research Scientist,97911.0,SE,PT,S,0,Master,9,Education,2024-02-28,9.1,CANADA,Senior (SE),3,Small (S),1,2024,2,2024-02
Deep Learning Engineer,87471.0,MI,PT,L,50,Master,3,Technology,2024-06-05,5.3,FINLAND,Mid (MI),2,Large (L),3,2024,6,2024-06
AI Consultant,66358.0,MI,FL,M,0,Master,3,Transportation,2024-05-18,8.5,SOUTH KOREA,Mid (MI),2,Medium (M),2,2024,5,2024-05
AI Research Scientist,67502.0,EN,CT,L,50,Associate,0,Healthcare,2024-01-09,7.0,IRELAND,Entry (EN),1,Large (L),3,2024,1,2024-01
AI Architect,84581.0,MI,FL,M,50,PhD,2,Energy,2024-10-10,10.0,IRELAND,Mid (MI),2,Medium (M),2,2024,10,2024-10
Autonomous Systems Engineer,94615.0,EN,FT,M,0,Associate,0,Consulting,2024-09-20,5.3,UNITED STATES,Entry (EN),1,Medium (M),2,2024,9,2024-09
Computer Vision Engineer,126277.0,SE,FL,S,100,Master,9,Manufacturing,2025-03-28,6.5,NETHERLANDS,Senior (SE),3,Small (S),1,2025,3,2025-03
Autonomous Systems Engineer,108046.0,MI,FT,M,100,Master,4,Consulting,2024-10-22,9.5,NETHERLANDS,Mid (MI),2,Medium (M),2,2024,10,2024-10
Machine Learning Researcher,214302.0,EX,FT,S,50,Associate,16,Retail,2025-04-23,8.9,NETHERLANDS,Expert (EX),4,Small (S),1,2025,4,2025-04
Head of AI,60614.0,EN,FL,S,100,PhD,0,Education,2024-02-24,7.0,FINLAND,Entry (EN),1,Small (S),1,2024,2,2024-02
Robotics Engineer,126247.0,SE,FT,S,100,Master,8,Finance,2024-10-11,6.3,SINGAPORE,Senior (SE),3,Small (S),1,2024,10,2024-10
Research Scientist,153207.0,SE,CT,S,0,Bachelor,9,Transportation,2024-11-07,5.6,DENMARK,Senior (SE),3,Small (S),1,2024,11,2024-11
NLP Engineer,91093.0,MI,CT,M,0,PhD,4,Technology,2024-06-13,7.1,AUSTRIA,Mid (MI),2,Medium (M),2,2024,6,2024-06
Data Analyst,177639.0,EX,FL,S,100,PhD,13,Real Estate,2024-11-11,7.9,DENMARK,Expert (EX),4,Small (S),1,2024,11,2024-11
AI Architect,72729.0,EN,PT,M,50,Bachelor,1,Real Estate,2024-08-17,5.5,NETHERLANDS,Entry (EN),1,Medium (M),2,2024,8,2024-08
ML Ops Engineer,231764.0,EX,PT,S,50,Master,14,Manufacturing,2024-07-28,7.3,NETHERLANDS,Expert (EX),4,Small (S),1,2024,7,2024-07
Robotics Engineer,91852.0,MI,FT,M,50,Bachelor,2,Energy,2024-02-09,6.7,ISRAEL,Mid (MI),2,Medium (M),2,2024,2,2024-02
Data Scientist,108220.0,EN,CT,L,50,PhD,1,Finance,2024-12-09,8.5,DENMARK,Entry (EN),1,Large (L),3,2024,12,2024-12
NLP Engineer,44513.0,EN,FL,S,100,Master,0,Education,2024-01-27,6.1,ISRAEL,Entry (EN),1,Small (S),1,2024,1,2024-01
Autonomous Systems Engineer,115978.0,MI,PT,L,50,PhD,4,Government,2024-08-19,8.0,FINLAND,Mid (MI),2,Large (L),3,2024,8,2024-08
AI Architect,60623.0,EN,FT,L,0,Associate,0,Manufacturing,2024-05-10,8.5,IRELAND,Entry (EN),1,Large (L),3,2024,5,2024-05
Machine Learning Researcher,193676.0,SE,FT,M,100,Associate,6,Technology,2024-03-05,6.2,DENMARK,Senior (SE),3,Medium (M),2,2024,3,2024-03
Computer Vision Engineer,101827.0,MI,CT,S,100,Bachelor,2,Real Estate,2025-03-06,9.4,NORWAY,Mid (MI),2,Small (S),1,2025,3,2025-03
AI Consultant,90586.0,EN,FT,L,0,PhD,0,Real Estate,2024-01-22,5.1,SINGAPORE,Entry (EN),1,Large (L),3,2024,1,2024-01
AI Specialist,194601.0,EX,PT,M,50,PhD,11,Transportation,2024-09-21,5.7,CANADA,Expert (EX),4,Medium (M),2,2024,9,2024-09
Data Engineer,382222.0,EX,FL,L,50,Associate,15,Government,2024-05-24,9.9,SWITZERLAND,Expert (EX),4,Large (L),3,2024,5,2024-05
AI Specialist,111690.0,SE,CT,L,100,Master,5,Transportation,2024-04-04,6.3,CANADA,Senior (SE),3,Large (L),3,2024,4,2024-04
Machine Learning Researcher,74807.0,MI,CT,S,100,Bachelor,3,Automotive,2024-09-19,8.2,FRANCE,Mid (MI),2,Small (S),1,2024,9,2024-09
Machine Learning Researcher,68533.0,EN,FT,S,100,PhD,0,Gaming,2024-08-14,7.9,AUSTRALIA,Entry (EN),1,Small (S),1,2024,8,2024-08
Robotics Engineer,130226.0,SE,CT,L,100,Bachelor,5,Healthcare,2024-05-24,5.1,NETHERLANDS,Senior (SE),3,Large (L),3,2024,5,2024-05
AI Specialist,112790.0,MI,PT,L,50,Associate,4,Manufacturing,2025-02-28,6.0,UNITED KINGDOM,Mid (MI),2,Large (L),3,2025,2,2025-02
Data Scientist,189996.0,EX,PT,L,100,Associate,11,Retail,2024-12-15,9.4,CANADA,Expert (EX),4,Large (L),3,2024,12,2024-12
AI Research Scientist,114387.0,MI,CT,M,50,PhD,4,Media,2024-06-10,6.5,NORWAY,Mid (MI),2,Medium (M),2,2024,6,2024-06
Machine Learning Engineer,185728.0,SE,FL,S,50,PhD,7,Technology,2024-01-25,8.7,SWITZERLAND,Senior (SE),3,Small (S),1,2024,1,2024-01
Computer Vision Engineer,142898.0,EX,PT,M,50,PhD,16,Real Estate,2024-07-13,9.6,FRANCE,Expert (EX),4,Medium (M),2,2024,7,2024-07
Autonomous Systems Engineer,84890.0,EN,FT,L,100,Associate,1,Retail,2024-08-01,8.7,FINLAND,Entry (EN),1,Large (L),3,2024,8,2024-08
Machine Learning Researcher,95220.0,EN,CT,L,0,Associate,1,Technology,2025-03-11,9.8,JAPAN,Entry (EN),1,Large (L),3,2025,3,2025-03
Machine Learning Engineer,73529.0,EN,FT,M,0,Bachelor,0,Consulting,2024-12-10,9.0,NORWAY,Entry (EN),1,Medium (M),2,2024,12,2024-12
AI Specialist,96565.0,MI,FT,S,100,Bachelor,4,Technology,2025-04-05,9.1,NETHERLANDS,Mid (MI),2,Small (S),1,2025,4,2025-04
AI Research Scientist,81266.0,EN,PT,L,100,Master,1,Consulting,2024-01-20,7.2,ISRAEL,Entry (EN),1,Large (L),3,2024,1,2024-01
Deep Learning Engineer,120489.0,SE,FL,L,100,Master,8,Retail,2024-07-17,9.3,CANADA,Senior (SE),3,Large (L),3,2024,7,2024-07
ML Ops Engineer,160293.0,SE,CT,L,100,Associate,7,Transportation,2024-04-29,6.5,SINGAPORE,Senior (SE),3,Large (L),3,2024,4,2024-04
Research Scientist,259694.0,EX,FL,L,100,Bachelor,16,Healthcare,2025-02-20,6.2,CANADA,Expert (EX),4,Large (L),3,2025,2,2025-02
NLP Engineer,134216.0,SE,PT,M,50,Associate,7,Government,2025-01-05,5.1,AUSTRALIA,Senior (SE),3,Medium (M),2,2025,1,2025-01
Machine Learning Engineer,70756.0,MI,FL,M,50,PhD,3,Healthcare,2024-06-09,8.6,SOUTH KOREA,Mid (MI),2,Medium (M),2,2024,6,2024-06
AI Software Engineer,74648.0,MI,CT,M,50,Associate,2,Healthcare,2024-08-05,5.5,ISRAEL,Mid (MI),2,Medium (M),2,2024,8,2024-08
Deep Learning Engineer,62208.0,EN,FT,M,100,Bachelor,0,Technology,2024-02-06,9.7,FRANCE,Entry (EN),1,Medium (M),2,2024,2,2024-02
AI Research Scientist,127798.0,SE,PT,M,0,Associate,6,Government,2024-12-16,9.1,IRELAND,Senior (SE),3,Medium (M),2,2024,12,2024-12
Research Scientist,44314.0,MI,FT,L,0,Bachelor,3,Transportation,2024-03-22,5.3,CHINA,Mid (MI),2,Large (L),3,2024,3,2024-03
Machine Learning Researcher,112441.0,SE,FT,S,100,Master,5,Finance,2025-01-16,9.8,SWEDEN,Senior (SE),3,Small (S),1,2025,1,2025-01
AI Architect,67815.0,EN,PT,S,0,Associate,0,Technology,2024-01-16,9.4,NETHERLANDS,Entry (EN),1,Small (S),1,2024,1,2024-01
AI Software Engineer,116101.0,MI,FT,L,50,Master,4,Manufacturing,2024-07-11,6.6,NORWAY,Mid (MI),2,Large (L),3,2024,7,2024-07
AI Software Engineer,142224.0,EX,PT,M,50,Associate,15,Transportation,2024-08-17,5.2,GERMANY,Expert (EX),4,Medium (M),2,2024,8,2024-08
Data Engineer,122247.0,SE,PT,M,50,Master,5,Healthcare,2024-02-18,6.7,UNITED STATES,Senior (SE),3,Medium (M),2,2024,2,2024-02
Data Analyst,68996.0,SE,PT,L,100,Bachelor,5,Energy,2024-06-10,5.9,CHINA,Senior (SE),3,Large (L),3,2024,6,2024-06
AI Research Scientist,58278.0,EN,CT,S,100,Associate,1,Retail,2024-08-16,8.6,UNITED KINGDOM,Entry (EN),1,Small (S),1,2024,8,2024-08
AI Product Manager,161500.0,SE,CT,L,100,Associate,8,Technology,2024-11-14,8.2,AUSTRALIA,Senior (SE),3,Large (L),3,2024,11,2024-11
Data Analyst,97036.0,EN,PT,L,0,PhD,0,Transportation,2024-12-20,6.7,DENMARK,Entry (EN),1,Large (L),3,2024,12,2024-12
AI Product Manager,97890.0,MI,PT,L,100,PhD,2,Media,2024-09-14,9.9,FINLAND,Mid (MI),2,Large (L),3,2024,9,2024-09
AI Product Manager,192865.0,EX,CT,L,0,Associate,11,Manufacturing,2024-07-12,9.7,FRANCE,Expert (EX),4,Large (L),3,2024,7,2024-07
Computer Vision Engineer,19662.0,EN,FL,M,0,Master,1,Manufacturing,2024-01-08,8.7,INDIA,Entry (EN),1,Medium (M),2,2024,1,2024-01
Research Scientist,95674.0,SE,CT,S,0,PhD,7,Finance,2024-08-24,8.1,SWEDEN,Senior (SE),3,Small (S),1,2024,8,2024-08
Head of AI,83952.0,EN,CT,L,50,Bachelor,1,Healthcare,2025-01-22,8.3,NETHERLANDS,Entry (EN),1,Large (L),3,2025,1,2025-01
Autonomous Systems Engineer,70247.0,EN,PT,S,0,Associate,1,Gaming,2025-02-10,7.3,IRELAND,Entry (EN),1,Small (S),1,2025,2,2025-02
Computer Vision Engineer,194385.0,EX,FL,S,50,Bachelor,14,Transportation,2025-04-07,8.8,UNITED KINGDOM,Expert (EX),4,Small (S),1,2025,4,2025-04
Machine Learning Researcher,50464.0,MI,FT,M,100,Associate,2,Telecommunications,2024-11-11,5.9,CHINA,Mid (MI),2,Medium (M),2,2024,11,2024-11
AI Architect,71270.0,EN,FL,S,0,Bachelor,0,Energy,2024-03-05,6.4,NETHERLANDS,Entry (EN),1,Small (S),1,2024,3,2024-03
AI Specialist,243177.0,EX,FT,M,50,Bachelor,12,Automotive,2024-11-04,9.4,AUSTRALIA,Expert (EX),4,Medium (M),2,2024,11,2024-11
Data Scientist,239543.0,EX,FL,M,0,Bachelor,15,Manufacturing,2025-01-08,6.6,AUSTRIA,Expert (EX),4,Medium (M),2,2025,1,2025-01
Machine Learning Engineer,53499.0,EN,PT,S,0,Master,1,Energy,2025-04-03,5.8,SOUTH KOREA,Entry (EN),1,Small (S),1,2025,4,2025-04
Computer Vision Engineer,150607.0,EX,FT,M,50,Associate,18,Government,2024-01-27,5.7,ISRAEL,Expert (EX),4,Medium (M),2,2024,1,2024-01
AI Specialist,79623.0,EN,FL,L,0,Master,1,Transportation,2024-06-12,7.7,UNITED STATES,Entry (EN),1,Large (L),3,2024,6,2024-06
AI Architect,81308.0,EN,PT,L,50,Associate,0,Media,2025-02-23,6.6,UNITED STATES,Entry (EN),1,Large (L),3,2025,2,2025-02
Head of AI,123946.0,SE,FT,S,100,PhD,9,Government,2024-01-19,8.6,AUSTRALIA,Senior (SE),3,Small (S),1,2024,1,2024-01
ML Ops Engineer,42381.0,SE,CT,S,0,Associate,9,Retail,2025-01-24,5.4,INDIA,Senior (SE),3,Small (S),1,2025,1,2025-01
Data Analyst,35803.0,MI,CT,S,0,Associate,4,Education,2024-06-04,6.4,CHINA,Mid (MI),2,Small (S),1,2024,6,2024-06
Data Analyst,126100.0,SE,FT,L,50,Bachelor,7,Government,2024-04-10,7.4,NETHERLANDS,Senior (SE),3,Large (L),3,2024,4,2024-04
NLP Engineer,138184.0,SE,FT,M,100,Master,9,Gaming,2025-03-30,5.2,NORWAY,Senior (SE),3,Medium (M),2,2025,3,2025-03
AI Architect,38303.0,MI,FT,M,50,Master,3,Telecommunications,2024-07-21,7.1,INDIA,Mid (MI),2,Medium (M),2,2024,7,2024-07
Autonomous Systems Engineer,41682.0,MI,PT,L,0,Bachelor,4,Manufacturing,2024-08-04,6.4,INDIA,Mid (MI),2,Large (L),3,2024,8,2024-08
AI Specialist,255802.0,EX,PT,L,100,Associate,12,Telecommunications,2024-04-20,9.5,ISRAEL,Expert (EX),4,Large (L),3,2024,4,2024-04
Machine Learning Researcher,80108.0,MI,PT,L,0,Master,3,Telecommunications,2025-03-07,6.1,CANADA,Mid (MI),2,Large (L),3,2025,3,2025-03
Autonomous Systems Engineer,60460.0,EN,PT,M,100,PhD,1,Energy,2024-09-25,10.0,CANADA,Entry (EN),1,Medium (M),2,2024,9,2024-09
Principal Data Scientist,110481.0,SE,PT,S,100,Bachelor,6,Technology,2024-01-30,9.4,SWEDEN,Senior (SE),3,Small (S),1,2024,1,2024-01
AI Research Scientist,181707.0,EX,PT,L,50,Bachelor,17,Automotive,2024-07-29,9.7,GERMANY,Expert (EX),4,Large (L),3,2024,7,2024-07
AI Architect,171315.0,EX,CT,S,100,Bachelor,18,Consulting,2025-01-14,6.0,CANADA,Expert (EX),4,Small (S),1,2025,1,2025-01
Machine Learning Researcher,186907.0,EX,PT,S,0,Master,12,Real Estate,2025-04-10,9.4,FRANCE,Expert (EX),4,Small (S),1,2025,4,2025-04
Computer Vision Engineer,197246.0,EX,FL,S,50,PhD,12,Technology,2024-12-10,6.2,UNITED KINGDOM,Expert (EX),4,Small (S),1,2024,12,2024-12
AI Research Scientist,62903.0,EN,FL,M,0,Bachelor,0,Media,2024-10-09,6.6,AUSTRALIA,Entry (EN),1,Medium (M),2,2024,10,2024-10
Robotics Engineer,168184.0,EX,PT,L,0,Bachelor,10,Finance,2024-04-05,5.3,CANADA,Expert (EX),4,Large (L),3,2024,4,2024-04
AI Software Engineer,147859.0,EX,FL,M,100,Master,10,Gaming,2024-11-02,8.9,CANADA,Expert (EX),4,Medium (M),2,2024,11,2024-11
Machine Learning Researcher,87226.0,MI,FT,S,50,PhD,2,Education,2024-08-09,5.7,NETHERLANDS,Mid (MI),2,Small (S),1,2024,8,2024-08
Machine Learning Engineer,138319.0,SE,FL,L,0,PhD,9,Manufacturing,2024-11-03,9.1,FRANCE,Senior (SE),3,Large (L),3,2024,11,2024-11
Autonomous Systems Engineer,103507.0,MI,CT,M,0,PhD,4,Media,2024-04-16,8.0,UNITED KINGDOM,Mid (MI),2,Medium (M),2,2024,4,2024-04
Data Engineer,223904.0,EX,FT,M,100,Associate,11,Transportation,2024-04-12,6.1,FRANCE,Expert (EX),4,Medium (M),2,2024,4,2024-04
ML Ops Engineer,142980.0,EX,FL,M,100,Bachelor,15,Telecommunications,2024-10-10,7.9,FINLAND,Expert (EX),4,Medium (M),2,2024,10,2024-10
Head of AI,64103.0,EN,FL,M,100,Master,1,Technology,2025-01-14,6.0,AUSTRIA,Entry (EN),1,Medium (M),2,2025,1,2025-01
Autonomous Systems Engineer,91062.0,MI,PT,S,100,Master,4,Healthcare,2024-02-14,9.1,AUSTRIA,Mid (MI),2,Small (S),1,2024,2,2024-02
Robotics Engineer,78579.0,EN,CT,L,100,Bachelor,1,Telecommunications,2024-04-29,5.0,NETHERLANDS,Entry (EN),1,Large (L),3,2024,4,2024-04
Deep Learning Engineer,115061.0,MI,FL,L,50,Bachelor,4,Manufacturing,2024-02-20,8.8,FRANCE,Mid (MI),2,Large (L),3,2024,2,2024-02
AI Software Engineer,61569.0,EN,PT,S,0,PhD,0,Retail,2025-03-05,5.4,SINGAPORE,Entry (EN),1,Small (S),1,2025,3,2025-03
Principal Data Scientist,106803.0,SE,CT,S,100,Associate,7,Finance,2024-09-24,7.5,SINGAPORE,Senior (SE),3,Small (S),1,2024,9,2024-09
Data Scientist,88775.0,MI,FT,M,50,Bachelor,4,Manufacturing,2024-07-23,9.9,IRELAND,Mid (MI),2,Medium (M),2,2024,7,2024-07
Principal Data Scientist,143329.0,EX,FT,M,100,Associate,16,Consulting,2024-12-06,8.0,CANADA,Expert (EX),4,Medium (M),2,2024,12,2024-12
Machine Learning Researcher,83311.0,EN,CT,S,50,Bachelor,0,Consulting,2025-02-01,8.6,SWITZERLAND,Entry (EN),1,Small (S),1,2025,2,2025-02
Machine Learning Engineer,200496.0,EX,FT,S,50,Associate,18,Finance,2024-04-07,5.8,UNITED KINGDOM,Expert (EX),4,Small (S),1,2024,4,2024-04
Principal Data Scientist,60235.0,EN,CT,S,100,Master,1,Media,2024-10-15,6.9,SINGAPORE,Entry (EN),1,Small (S),1,2024,10,2024-10
Head of AI,74675.0,EN,FT,L,50,Associate,0,Energy,2024-10-02,5.8,SWEDEN,Entry (EN),1,Large (L),3,2024,10,2024-10
AI Consultant,61377.0,EN,FT,S,100,Associate,1,Transportation,2024-08-06,6.2,AUSTRIA,Entry (EN),1,Small (S),1,2024,8,2024-08
AI Specialist,23390.0,MI,PT,S,100,Associate,2,Telecommunications,2025-02-05,7.0,INDIA,Mid (MI),2,Small (S),1,2025,2,2025-02
Machine Learning Researcher,91528.0,EN,CT,L,100,Master,1,Real Estate,2024-08-22,7.1,NETHERLANDS,Entry (EN),1,Large (L),3,2024,8,2024-08
Robotics Engineer,146429.0,SE,PT,S,50,Associate,6,Retail,2025-02-08,5.6,DENMARK,Senior (SE),3,Small (S),1,2025,2,2025-02
Machine Learning Engineer,44242.0,SE,FT,L,50,Associate,6,Telecommunications,2025-01-07,6.5,INDIA,Senior (SE),3,Large (L),3,2025,1,2025-01
Principal Data Scientist,141895.0,MI,PT,L,50,PhD,4,Finance,2025-04-15,6.5,UNITED STATES,Mid (MI),2,Large (L),3,2025,4,2025-04
Head of AI,172701.0,EX,FT,L,100,Bachelor,16,Media,2024-11-21,6.9,FRANCE,Expert (EX),4,Large (L),3,2024,11,2024-11
AI Research Scientist,122947.0,SE,CT,S,50,Master,6,Education,2024-11-02,8.2,JAPAN,Senior (SE),3,Small (S),1,2024,11,2024-11
Data Analyst,76332.0,EN,PT,M,50,PhD,1,Energy,2024-09-19,5.1,NETHERLANDS,Entry (EN),1,Medium (M),2,2024,9,2024-09
ML Ops Engineer,165380.0,EX,PT,S,100,Associate,17,Education,2024-11-17,5.7,AUSTRIA,Expert (EX),4,Small (S),1,2024,11,2024-11
Head of AI,142751.0,EX,FT,M,0,Bachelor,15,Technology,2024-06-24,9.7,AUSTRIA,Expert (EX),4,Medium (M),2,2024,6,2024-06
AI Architect,62156.0,EX,FL,M,100,Bachelor,14,Gaming,2024-10-21,5.8,INDIA,Expert (EX),4,Medium (M),2,2024,10,2024-10
AI Product Manager,152270.0,SE,FT,M,50,Associate,5,Media,2025-03-15,7.3,UNITED STATES,Senior (SE),3,Medium (M),2,2025,3,2025-03
AI Software Engineer,86405.0,MI,CT,M,0,Master,2,Automotive,2024-06-04,10.0,NETHERLANDS,Mid (MI),2,Medium (M),2,2024,6,2024-06
Machine Learning Engineer,82630.0,MI,FL,M,50,PhD,3,Government,2024-10-04,7.5,JAPAN,Mid (MI),2,Medium (M),2,2024,10,2024-10
AI Specialist,57873.0,EX,CT,S,100,Associate,13,Telecommunications,2024-06-07,6.3,CHINA,Expert (EX),4,Small (S),1,2024,6,2024-06
Robotics Engineer,28348.0,EN,FL,M,0,PhD,0,Technology,2024-09-22,8.3,INDIA,Entry (EN),1,Medium (M),2,2024,9,2024-09
Computer Vision Engineer,87180.0,MI,FT,M,100,PhD,2,Consulting,2024-07-15,9.7,SINGAPORE,Mid (MI),2,Medium (M),2,2024,7,2024-07
Head of AI,91044.0,EN,PT,L,0,Master,0,Retail,2025-03-04,5.4,UNITED KINGDOM,Entry (EN),1,Large (L),3,2025,3,2025-03
NLP Engineer,76331.0,MI,FT,L,100,PhD,4,Retail,2025-02-17,5.6,SOUTH KOREA,Mid (MI),2,Large (L),3,2025,2,2025-02
Robotics Engineer,118613.0,SE,CT,L,0,Bachelor,8,Telecommunications,2025-01-19,5.2,FRANCE,Senior (SE),3,Large (L),3,2025,1,2025-01
Machine Learning Researcher,92441.0,EN,FL,L,50,Associate,0,Retail,2024-01-28,8.2,UNITED KINGDOM,Entry (EN),1,Large (L),3,2024,1,2024-01
Data Analyst,268946.0,EX,CT,M,50,Associate,11,Gaming,2024-05-10,6.6,SWITZERLAND,Expert (EX),4,Medium (M),2,2024,5,2024-05
Robotics Engineer,32200.0,EN,FT,S,100,Bachelor,1,Finance,2024-10-15,8.6,CHINA,Entry (EN),1,Small (S),1,2024,10,2024-10
Robotics Engineer,138675.0,SE,FL,L,0,PhD,8,Energy,2024-12-09,8.5,UNITED KINGDOM,Senior (SE),3,Large (L),3,2024,12,2024-12
Robotics Engineer,68778.0,EN,PT,L,100,PhD,0,Automotive,2025-02-04,6.4,GERMANY,Entry (EN),1,Large (L),3,2025,2,2025-02
Machine Learning Engineer,209006.0,SE,CT,M,100,Associate,9,Transportation,2024-06-10,8.9,SWITZERLAND,Senior (SE),3,Medium (M),2,2024,6,2024-06
Machine Learning Engineer,131992.0,EX,PT,M,0,Associate,15,Gaming,2024-09-22,6.1,CANADA,Expert (EX),4,Medium (M),2,2024,9,2024-09
Data Engineer,94712.0,MI,FL,L,50,PhD,2,Technology,2024-03-28,8.4,SWEDEN,Mid (MI),2,Large (L),3,2024,3,2024-03
NLP Engineer,134256.0,SE,FL,S,100,PhD,5,Media,2025-04-24,7.7,SWEDEN,Senior (SE),3,Small (S),1,2025,4,2025-04
Deep Learning Engineer,103820.0,MI,PT,M,50,Bachelor,2,Real Estate,2025-03-01,6.8,ISRAEL,Mid (MI),2,Medium (M),2,2025,3,2025-03
Research Scientist,90645.0,MI,PT,M,0,Master,3,Media,2024-05-09,8.9,UNITED STATES,Mid (MI),2,Medium (M),2,2024,5,2024-05
ML Ops Engineer,119424.0,MI,PT,L,100,PhD,2,Retail,2024-11-11,5.3,FINLAND,Mid (MI),2,Large (L),3,2024,11,2024-11
AI Specialist,100887.0,MI,FL,M,100,Master,3,Manufacturing,2024-07-28,6.9,IRELAND,Mid (MI),2,Medium (M),2,2024,7,2024-07
NLP Engineer,99370.0,EX,FT,S,0,PhD,19,Education,2024-04-06,7.8,CHINA,Expert (EX),4,Small (S),1,2024,4,2024-04
Deep Learning Engineer,136900.0,EX,FT,M,100,PhD,19,Finance,2024-11-07,7.5,AUSTRALIA,Expert (EX),4,Medium (M),2,2024,11,2024-11
Autonomous Systems Engineer,46438.0,EN,PT,M,0,Bachelor,1,Manufacturing,2024-02-01,5.7,SOUTH KOREA,Entry (EN),1,Medium (M),2,2024,2,2024-02
Machine Learning Engineer,49841.0,MI,FL,M,0,Associate,2,Gaming,2024-07-09,8.9,CHINA,Mid (MI),2,Medium (M),2,2024,7,2024-07
AI Research Scientist,87830.0,EX,FL,M,0,Associate,12,Education,2024-04-02,9.3,CHINA,Expert (EX),4,Medium (M),2,2024,4,2024-04
Autonomous Systems Engineer,78608.0,MI,CT,M,0,PhD,3,Education,2024-02-26,5.2,AUSTRIA,Mid (MI),2,Medium (M),2,2024,2,2024-02
Principal Data Scientist,76299.0,EN,FL,L,100,Master,0,Media,2024-07-24,6.9,SOUTH KOREA,Entry (EN),1,Large (L),3,2024,7,2024-07
Machine Learning Engineer,70823.0,MI,FT,S,100,Master,2,Transportation,2024-04-28,9.0,SWEDEN,Mid (MI),2,Small (S),1,2024,4,2024-04
Head of AI,161626.0,SE,PT,L,50,Bachelor,7,Finance,2024-11-10,5.1,NORWAY,Senior (SE),3,Large (L),3,2024,11,2024-11
AI Specialist,94357.0,MI,PT,L,0,PhD,3,Energy,2024-01-11,8.3,UNITED KINGDOM,Mid (MI),2,Large (L),3,2024,1,2024-01
AI Architect,154775.0,EX,CT,M,50,Master,15,Telecommunications,2024-04-16,8.8,SWEDEN,Expert (EX),4,Medium (M),2,2024,4,2024-04
AI Software Engineer,81393.0,MI,PT,M,100,Associate,4,Consulting,2025-02-09,6.4,FRANCE,Mid (MI),2,Medium (M),2,2025,2,2025-02
AI Software Engineer,64623.0,EN,PT,S,0,Master,1,Energy,2024-06-21,5.5,ISRAEL,Entry (EN),1,Small (S),1,2024,6,2024-06
Autonomous Systems Engineer,53147.0,EN,CT,S,100,PhD,1,Technology,2024-08-03,6.8,FINLAND,Entry (EN),1,Small (S),1,2024,8,2024-08
Data Scientist,95590.0,SE,PT,S,100,Bachelor,5,Telecommunications,2024-07-03,6.0,ISRAEL,Senior (SE),3,Small (S),1,2024,7,2024-07
Robotics Engineer,72897.0,EN,CT,S,0,Associate,1,Telecommunications,2024-06-07,6.8,NORWAY,Entry (EN),1,Small (S),1,2024,6,2024-06
AI Consultant,150728.0,EX,PT,S,100,Associate,14,Government,2024-08-13,8.2,UNITED STATES,Expert (EX),4,Small (S),1,2024,8,2024-08
ML Ops Engineer,117055.0,MI,CT,M,100,PhD,4,Manufacturing,2024-10-09,5.6,NORWAY,Mid (MI),2,Medium (M),2,2024,10,2024-10
Machine Learning Researcher,87825.0,MI,FL,M,50,Bachelor,2,Media,2024-01-07,9.6,AUSTRIA,Mid (MI),2,Medium (M),2,2024,1,2024-01
Data Analyst,199854.0,EX,PT,S,100,Bachelor,13,Media,2024-08-28,6.7,AUSTRALIA,Expert (EX),4,Small (S),1,2024,8,2024-08
Deep Learning Engineer,159183.0,SE,FL,L,0,Master,6,Transportation,2024-11-30,8.0,NETHERLANDS,Senior (SE),3,Large (L),3,2024,11,2024-11
AI Specialist,64547.0,EN,PT,S,100,Master,0,Energy,2024-08-12,5.8,UNITED KINGDOM,Entry (EN),1,Small (S),1,2024,8,2024-08
Data Analyst,95432.0,EN,FL,S,100,Associate,0,Education,2024-08-22,7.1,SWITZERLAND,Entry (EN),1,Small (S),1,2024,8,2024-08
AI Research Scientist,38213.0,MI,FT,M,50,Master,2,Finance,2024-10-09,5.3,INDIA,Mid (MI),2,Medium (M),2,2024,10,2024-10
Computer Vision Engineer,122719.0,SE,PT,L,0,Bachelor,7,Gaming,2024-09-18,7.1,FINLAND,Senior (SE),3,Large (L),3,2024,9,2024-09
Computer Vision Engineer,126604.0,MI,PT,L,0,Associate,2,Consulting,2024-10-26,8.4,SWITZERLAND,Mid (MI),2,Large (L),3,2024,10,2024-10
Autonomous Systems Engineer,27641.0,MI,FT,S,50,PhD,3,Education,2024-05-21,7.8,INDIA,Mid (MI),2,Small (S),1,2024,5,2024-05
Data Analyst,106504.0,EN,CT,L,0,Master,1,Finance,2025-04-29,8.6,DENMARK,Entry (EN),1,Large (L),3,2025,4,2025-04
AI Product Manager,211310.0,EX,PT,M,50,Associate,13,Energy,2024-11-07,6.2,NETHERLANDS,Expert (EX),4,Medium (M),2,2024,11,2024-11
Autonomous Systems Engineer,55929.0,MI,CT,L,0,Associate,3,Telecommunications,2024-03-26,8.5,CHINA,Mid (MI),2,Large (L),3,2024,3,2024-03
Principal Data Scientist,189125.0,EX,FT,L,0,Master,16,Education,2024-06-21,5.9,UNITED KINGDOM,Expert (EX),4,Large (L),3,2024,6,2024-06
